"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","eids-badge__description","he-lazy-image src","eids-badge__label","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/istanbul-cekmekoy-kirazlidere-kiralik/daire/150747-137","19","20.000","01-03-2025","2 +
                          1","90 m²","10
                        Yaşında","1. Kat","Çekmeköy  Kirazlıdere  Mah 2+1 85 M2 Bahçeli Arakat Kiralık Daire","İstanbul / Çekmeköy / Kirazlıdere Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-150747","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/9/1/3/1/4/4/1738524171122-44131948.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/4/7/0/5/1/76ad30e0-3773-4566-88fa-906a1d64f06b.jpg","Safir Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kartal-cevizli-kiralik/daire/3447-21262","60","53.000","03-03-2025","2 +
                          1","100 m²","2
                        Yaşında","6. Kat","Direct'ten Metronun Yanı Başında, Yeni Binada, Katta, Önü Açık, Bölgenin En Geniş, Şık 2+1 Dairesi","İstanbul / Kartal / Cevizli Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447/direct-emlak-3447","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/0/1/0/1/4/4/30e50685-a014-449f-9676-332f93cddf29.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/4/3/0/0/f152ffb4-64ad-4b9f-b52e-1ee84c9932eb.jpg","Direct Realty"
"https://www.hepsiemlak.com/istanbul-silivri-selimpasa-kiralik/daire/124862-1091","37","35.000","04-03-2025","3 +
                          1","350 m²","10
                        Yaşında","5. Kat","Silivri Selimpaşa Da 3+1 Lüks Yazlık Tadında Çok Geniş Daire","İstanbul / Silivri / Selimpaşa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/akin-gayrimenkul-124862","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/1/0/0/1/4/4/9faf61d2-758d-4313-ab79-f38687d115a7.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/8/4/2/1/c69d48b8-d623-4613-9945-957799c4ca32.jpg","Akın Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/154046-30","59","67.500","02-03-2025","3 +
                          1","220 m²","35
                        Yaşında","2. Kat","Şişli Nişantaşı Valikonağı İpek Sk. Kiralık 3+1 220 M2 Köşe Daire","İstanbul / Şişli / Teşvikiye Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/easy-saygin-gayrimenkul-154046/tekin-kaya-4338723","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/6/4/9/9/3/4/1736029475650-43994676.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/2/7/8/3/3/4/420eb805-08cc-4891-a1bc-b17673c9b700.jpg","Easy & Saygın Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-fatih-silivrikapi-kiralik/daire/35277-10540","60","15.000","27-02-2025","1 +
                          1","60 m²","40
                        Yaşında","1. Kat","Evsen İnşaat'tan 232 Fatih Kocamustafapaşa Caddesi 1+1 55m2 1.Ara Kat Daire","İstanbul / Fatih / Silivrikapı Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/evsen-insaat-ve-emlak-danismanligi-35277/nurgul-evsen-721765","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/4/9/9/8/3/4/04f42db5-de1a-4712-a6bb-d7a1ad9c539b.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/6/7/1/2/7/807e2b94-faa6-45cb-bc1e-42f60e25a8f9.jpg","Evsen İnşaat Ve Emlak Danışmanlığı"
"https://www.hepsiemlak.com/istanbul-tuzla-aydinli-kiralik/daire/42003-6138","40","21.000","04-03-2025","1 +
                          1","70 m²","14
                        Yaşında","5. Kat","(kaparo Alınmıştır) Tuzla Aydınlı  Dumankaya Botanik Adres Kiralık Eşyalı 1+1 Arakat Daire","İstanbul / Tuzla / Aydınlı Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/remax-gold-42003","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/6/8/6/6/3/4/c1dc22e2-9d7f-45ae-a774-0e2cd140cd33.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/0/0/2/4/0/bf81fbef-bc86-4a24-934b-adc1f86d2b67.jpg","Remax Gold"
"https://www.hepsiemlak.com/istanbul-uskudar-kucuksu-kiralik/daire/58568-7047","52","70.000","04-03-2025","4 +
                          1","310 m²","16
                        Yaşında","En Üst Kat","Kandillide Deniz Manzaralı Villa Tadında Kiralık Dubleks Daire","İstanbul / Üsküdar / Küçüksu Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/remax-deha-58568","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/8/1/0/9/2/4/b5d1d144-15a1-45ea-ab7d-196cb622f397.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/8/5/0/05d3ce15-466f-4bb9-b219-2bf596395fb1.jpg","Remax Deha"
"https://www.hepsiemlak.com/istanbul-sultanbeyli-orhangazi-kiralik/daire/5630-6188","60","22.100","01-03-2025","2 +
                          1","100 m²","1
                        Yaşında","2. Kat","2 Banyolu Balkonlu Asansörlü Otoparklı Kombili Arakat 2+1","İstanbul / Sultanbeyli / Orhangazi Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/kiziroglu-emlak-5630/mustafa-bey-emre-bey-5630","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/8/6/1/1/1/4/1689529689-88171-41116853.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/6/5/0/0/2fff45ef-b5c4-4d1c-b629-4e97b16a9a60.jpg","Kiziroğlu Emlak"
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/80027-1020","43","40.000","04-03-2025","2 +
                          1","75 m²","10
                        Yaşında","Bahçe Katı","Tiamo'dan Yeni Binada 2+180m Kombili Ful Eşyalı  Balkonlu","İstanbul / Beşiktaş / Dikilitaş Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/tiamo-emlak-insaat-dekorasyon-80027","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/1/7/2/4/7/3/d56edbe2-fe6a-49ca-960b-88b820da24af.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/2/0/0/8/0/74e2d277-3685-4d30-bc6c-47e2372e766c.jpg","Tiamo Emlak İnşaat Dekorasyon"
"https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/81240-11976","14","20.000","03-03-2025","3 +
                          1","105 m²","35
                        Yaşında","2. Kat","Emniyetevler'de Metroya 5dk,3+1,3.Kat,Balkonlu,Kiralık Daire","İstanbul / Kağıthane / Emniyet Evleri Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/artum-yapi-gayrimenkul-81240","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/0/2/7/2/4/4/510e6431-9cb2-489b-ab7e-8554a9292555.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/2/1/8/0/17a8d46c-7ef2-4c69-b583-9473739d5623.jpg","Artum Yapı Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/116427-577","14","23.000","04-03-2025","2 +
                          1","80 m²","Sıfır Bina","2. Kat","Küçükçekmece De Kiralık Daire Sıfır Asansörlü Ön Cephe Okul Yanı Merkezde","İstanbul / Küçükçekmece / Cumhuriyet Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/6/3/5/2/4/4/80ecc801-8357-4921-9344-d7829256ea65.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/72080-114","12","20.000","04-03-2025","2 +
                          1","90 m²","30
                        Yaşında","3. Kat","Seyrantepe De 2+1 Kiralık 85m2 Daire Metroya 5dk","İstanbul / Kağıthane / Seyrantepe Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/5/5/0/2/4/4/1739801924334-44205557.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/123077-494","14","75.000","26-02-2025","3 +
                          1","150 m²","30
                        Yaşında","3. Kat","Kadirağa Sokak Da Otoparklı Bağdata Yakın  2 Banyolu","İstanbul / Kadıköy / Caddebostan Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/smb-emlak-123077","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/3/0/9/1/4/4/d02f40f3-c5b2-4f94-866f-f814e9a2f007.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/7/0/3/2/1/f9c71ced-6a59-47c1-a216-71dac78e96f9.jpg","Smb Emlak"
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/105258-2580","12","12.000","01-03-2025","2 +
                          1","90 m²","8
                        Yaşında","Ara Kat","Talatpaşa Da 2+1 Arakat Asansörlü Kiralık Daire","İstanbul / Esenyurt / Talatpaşa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/zmk-yapi-insaat-as-105258/ali-kalkan-2209138","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/5/5/8/1/4/4/53b8ede8-0256-4f10-9588-61eb7e971683.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Zmk Yapı İnşaat A.Ş"
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/6919-1778","14","42.500","04-03-2025","2 +
                          1","85 m²","4
                        Yaşında","Ara Kat","Hanımefendi Sokak Kapalı Otopark Lüks Ara Kat Daire","İstanbul / Şişli / Merkez Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-visnezade-kiralik/daire/3460-3477","14","30.000","26-02-2025","2 +
                          1","80 m²","40
                        Yaşında","2. Kat","Maçka Valideçeşme'de Kiralık 2+1 Kısmı Eşyalı Arakat Ferah Daire","İstanbul / Beşiktaş / Vişnezade Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/usluca-emlak-3460","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/4/3/0/0/4f7d0e5a-36a1-4dbe-9542-42ed35109afa.jpg","","Usluca Emlak"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/1046-3517","14","30.000","04-03-2025","1 +
                          1","65 m²","35
                        Yaşında","2. Kat","Şişli Mecidiyeköy Merkezde Metroya 3 Dk. Eşyalı 1+1 Daire","İstanbul / Şişli / Mecidiyeköy Mah.","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/4/0/1/0/0/e7c50ed8-dd38-4d25-b77d-46e634a7fa2a.jpg","","https://www.hepsiemlak.com/emlak-ofisi/metropol-emlak-1046/ali-bilir-1046","","","Metropol Emlak"
"https://www.hepsiemlak.com/istanbul-esenler-birlik-kiralik/daire/15370-4181","14","20.000","03-03-2025","2 +
                          1","85 m²","16
                        Yaşında","Giriş Katı","Furkan'dan Birlik Mahallesi Eşyalı Balkonlu 2+1 Kiralık Daire","İstanbul / Esenler / Birlik Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/furkan-gayrimenkul-15370/veysel-cengiz-15370","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/8/5/5/7/3/4/771e2d17-01ec-4eca-8828-137942ec5577.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/7/3/5/1/0/92fceacb-57ce-46d4-8c93-47999dabfccf.bmp","Furkan Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/103502-154","14","40.000","04-03-2025","3 +
                          1","130 m²","35
                        Yaşında","Ara Kat","Ortaköy Merkeze Yakın Bölgede Kiralık Daire","İstanbul / Beşiktaş / Mecidiye Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/5/4/4/7/3/4/1732263545-955297-43744581.jpeg","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-hurriyet-kiralik/daire/20751-28721","25","20.000","02-03-2025","2 +
                          1","90 m²","30
                        Yaşında","5. Kat","Gaziosmanpaşa Küçükköy Hürriyet Mah.Rumeli Cad.2+1 Kiralık Daire","İstanbul / Gaziosmanpaşa / Hürriyet Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/yelkenciler-gyd-ajansi-20751/durmus-yelkenci-20751","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/2/8/6/2/4/4/8fab2292-bf41-4400-9e6b-a69f08ae3d5e.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/5/7/0/2/0/9c580a11-b2a3-43f8-b439-51d8cff19d68.jpg","Yelkenciler Gyd Ajansı"
"https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-kiralik/daire/70388-5091","25","18.000","01-03-2025","1 +
                          1","62 m²","3
                        Yaşında","Bahçe Katı","Başokur'dan Yenibosna Metro Ve Metrobüse Yakın 1+1 Kiralık Daire","İstanbul / Bahçelievler / Zafer Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/basokur-gayrimenkul-yatirim-danismanligi-70388","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/8/0/0/1/4/4/e992a96d-0377-4d93-8cb9-a933e60dddb0.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/3/0/7/0/ac173016-b2b4-44a4-946c-bc8a385c675d.jpg","Başokur Gayrimenkul Yatırım Danışmanlığı"
"https://www.hepsiemlak.com/istanbul-tuzla-postane-kiralik/daire/77474-2544","34","35.000","03-03-2025","3 +
                          1","120 m²","5
                        Yaşında","2. Kat","Tuzla Postane Sahilde Yeni Sitede Yeni Daire Naci Avcı Dan","İstanbul / Tuzla / Postane Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/8/2/7/2/4/4/a7334c5a-509b-4791-b0db-05dfba35bc21.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/23474-34205","34","35.000","28-02-2025","3 +
                          1","115 m²","37
                        Yaşında","4. Kat","Fidan'dan Göztepe Şehir Hast. Civarı, Minibüse Yakın,3+1 Kombili","İstanbul / Kadıköy / Merdivenköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/fidan-emlak-23474","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/2/2/0/2/4/4/90a4d5ea-6656-4210-810c-f88c8159b572.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/4/3/2/0/81a6f7bf-537f-4f87-b640-2d7d6401974a.jpg","Fidan Emlak"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17346","34","100.000","28-02-2025","5 +
                          1","220 m²","4
                        Yaşında","En Üst Kat","Günyüzü Emlaktan Merkeze Yakın 5+1 220 M2 Dubleks Kiralık","İstanbul / Bakırköy / Şenlikköy Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/6/8/6/7/3/4/d3993c72-fb29-4da0-9224-d524d9377319.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/7/4/0/0/dcad7e63-a736-4c2a-b435-75c0cdbf45b6.jpg","Günyüzü Emlak"
"https://www.hepsiemlak.com/istanbul-eyupsultan-mimar-sinan-kiralik/daire/33208-5813","34","125.000","02-03-2025","3 +
                          1","193 m²","1
                        Yaşında","1. Kat","Diamond Dan Maya Kemer 2.Etapta 3+1 Geniş Sıfır Arakat Kiralık","İstanbul / Eyüpsultan / Mimar Sinan Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/diamond-proje-33208","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/3/6/2/1/3/4/6c8f71cf-e972-4d02-80ed-c408aabfdef8.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/2/3/3/0/321b027e-3779-4664-8030-ff733407c07f.jpg","Diamond Proje"
"https://www.hepsiemlak.com/istanbul-esenyurt-yunus-emre-kiralik/daire/117217-270","13","10.000","04-03-2025","2 +
                          1","125 m²","20
                        Yaşında","4. Kat","Esenyurt'ta 2+1 Lise Ve İlkokulun Karşısında","İstanbul / Esenyurt / Yunus Emre Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/4/5/8/0/4/4/24f8db4f-b2de-4d5e-aebb-86a4b2063a1b.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/13549-1558","13","25.000","28-02-2025","2 +
                          1","90 m²","50
                        Yaşında","3. Kat","Mecidiyeköy Merkezde 2+1 Kombili (m.Köy Meydana 3 Dk Mesafede)","İstanbul / Şişli / Mecidiyeköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/2/9/0/0/4/4/1736589298-869759-44009248.jpeg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-ulus-kiralik/daire/3676-7060","21","75.000","03-03-2025","3 +
                          1","170 m²","28
                        Yaşında","4. Kat","Ali Obuz'dan Noterler Sitesinde Çift Banyolu Kiralık Daire","İstanbul / Beşiktaş / Ulus Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/0/9/5/2/4/4/70b4a32c-d6fe-41b4-beb9-749a732ebd6d.jpg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-kiralik/daire/53363-3732","21","27.000","04-03-2025","3 +
                          1","145 m²","26
                        Yaşında","8. Kat","Beylikdüzü Cumhuriyet Mah.Emekevler Sit.145m2 3+1kiralık Daire","İstanbul / Beylikdüzü / Cumhuriyet Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/9/8/9/1/4/4/1739689476675-44198987.jpg","",""
