"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/istanbul-bagcilar-yenigun-kiralik/daire/85708-3598","35","20.000","27-02-2025","2 +
                          1","120 m²","25
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bağcılar Yenigün Mah Kiralık 3+1 Bahçekat Daire Full Yapılı","İstanbul / Bağcılar / Yenigün Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/7/4/7/1/4/4/5ea2e642-c338-45c9-9d82-b29350beaafd.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-turkali-kiralik/daire/133395-236","22","35.000","28-02-2025","3 +
                          1","100 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beşiktaş Ihlamurdere Caddesinde 3+1, Kombili, Klimalı, Balkonlu..","İstanbul / Beşiktaş / Türkali Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/3/3/6/1/4/4/1739047998-5074039-44163346.jpeg","",""
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/88546-4547","37","23.000","01-03-2025","1 +
                          1","70 m²","14
                        Yaşında","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İçerenköyde E5'e Ve Bostancı Köprüsüne Yakın Konumda Kiralık 1+1","İstanbul / Ataşehir / İçerenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-store-atasehir-88546/emlak-store-atasehir-1753731","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/1/0/6/1/4/4/d8b53610-f7a5-4f1f-9f67-10d255239acf.jpg","Emlak Store Ataşehir","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/3/7/3/5/7/1/2105b13e-0e30-4a50-bd5f-e946b9ad7037.png"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17406","37","62.500","03-03-2025","3 +
                          1","180 m²","30
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Günyüzü Emlaktan Floryada Kiralık 3+1 Arakat.","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/canan-ozerdal-bayraktar-4753","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/2/6/5/1/4/4/61b428e0-cc0f-4eb1-9943-1ea607904e22.jpg","Günyüzü Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/7/4/0/0/04705e31-22c7-4180-9f80-ef462c4fbb9c.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-kiralik/daire/139746-383","40","55.000","03-03-2025","3 +
                          1","178 m²","30
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Poyraz'dan Tek Yetkili Bağdat Caddesine Yürüme Mesafesinde 3+1","İstanbul / Kadıköy / Suadiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/poyraz-gayrimenkul-139746/selim-emanet-3905259","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/0/6/4/1/4/4/5c136e96-3c69-4a58-8934-31a956835968.jpg","Poyraz Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/5/2/5/0/9/3/3259499a-fb4f-4743-af85-a56706620be0.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-kiralik/daire/117718-7","46","140.000","02-03-2025","8 +
                          1","380 m²","26
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bostancıda İş Merkezinde 360 M2 Net Katta Tek Kiralık İş Yeri","İstanbul / Kadıköy / Bostancı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/6/9/1/1/4/4/df0af5f3-5c4e-4af4-837b-18074971c8c6.jpg","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-fatih-kiralik/daire/62344-1249","40","25.000","03-03-2025","4 +
                          1","160 m²","9
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Doğan Emlak 'tan Ortadağ Merkezde Kiralık 4+1 Ön Üst Dubleks","İstanbul / Sancaktepe / Fatih Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/6/8/0/1/4/4/e835ab7b-dc2f-47e3-9a93-974f6e413ea4.jpg","",""
"https://www.hepsiemlak.com/istanbul-beykoz-merkez-kiralik/daire/139549-239","37","20.000","02-03-2025","2 +
                          1","100 m²","25
                        Yaşında","1. Kat","","","","Beykoz Merkez 2+1 Müstakil Girişli Kiralik Daire","İstanbul / Beykoz / Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/0/9/0/1/4/4/1738081322064-44109055.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/70388-5090","35","46.000","28-02-2025","4 +
                          1","185 m²","3
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Başokur'dan Bahçelievler Siyavuşpaşa 160 M2 4+ Kiralık Dubleks","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/basokur-gayrimenkul-yatirim-danismanligi-70388","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/5/9/8/0/4/4/c1e43c34-e291-4ba7-88af-8e6e4862c6b4.jpg","Başokur Gayrimenkul Yatırım Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/3/0/7/0/ac173016-b2b4-44a4-946c-bc8a385c675d.jpg"
"https://www.hepsiemlak.com/istanbul-uskudar-cumhuriyet-kiralik/daire/120150-3121","36","22.500","03-03-2025","3 +
                          1","120 m²","10
                        Yaşında","Bodrum ve Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","F-L Emlaktan Bulgurlu Cumhuriyette 3+1 Ters Dubleks","İstanbul / Üsküdar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/0/3/6/0/4/4/7f8adf23-3b9e-4ea7-ba78-1e1011805958.jpg","F-l Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/9/9/1/4/7/2/97544f00-ed93-41d7-b14d-0020d641f3a6.jpg"
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/33886-2900","36","100.000","04-03-2025","2 +
                          1","130 m²","10
                        Yaşında","16. Kat","","","","Vadistanbul Teras Etap Eşyalı 2+1 Kiralık Orman Cephe Daire","İstanbul / Sarıyer / Ayazağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/ars-gayrimenkul-33886/ahmet-citil-698569","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/5/9/5/0/4/4/086a1ff7-858d-4ca6-bc96-b193e3acfe56.jpg","Ars Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/6/5/8/9/6/def0c236-acc0-4f8e-b213-3d62235f978a.jpg"
"https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-kiralik/daire/5630-6392","58","40.000","03-03-2025","3 +
                          1","160 m²","27
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Adatepe Sahilde Genç Binada Asansörlü Otoparklı Yenilenmiş 3+1","İstanbul / Maltepe / Feyzullah Mah.","https://www.hepsiemlak.com/emlak-ofisi/kiziroglu-emlak-5630/mustafa-bey-emre-bey-5630","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/0/6/3/0/4/4/1736846216-266323-44036036.jpeg","Kiziroğlu Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/6/5/0/0/2fff45ef-b5c4-4d1c-b629-4e97b16a9a60.jpg"
"https://www.hepsiemlak.com/istanbul-sultangazi-cebeci-kiralik/daire/152078-38","22","22.000","02-03-2025","3 +
                          1","130 m²","15
                        Yaşında","4. Kat","","","","Cebeci Mah. 3+1 Çift Balkonlu Masrafsız Daire","İstanbul / Sultangazi / Cebeci Mah.","https://www.hepsiemlak.com/emlak-ofisi/emek-yapi-insaat-152078","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/6/2/3/2/4/4/1740222837216-44232628.jpg","Emek Yapı İnşaat","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/7/0/2/5/1/4fbf214a-5eda-4a72-8121-056462722d8a.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-cobancesme-kiralik/daire/81705-11156","32","18.000","02-03-2025","2 +
                          1","95 m²","30
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Çobançeşme Molla Gürani Cami Yakını 2+1 Kiralık Daire","İstanbul / Bahçelievler / Çobançeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/aydinlar-emlak-insaat-81705","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/5/4/9/1/4/4/dd6db1bf-61f8-414a-84de-9a18c465872e.jpg","Aydınlar Emlak & İnşaat","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/0/7/1/8/0/31052dba-63ee-4788-af30-416223dfe017.jpg"
"https://www.hepsiemlak.com/istanbul-besiktas-turkali-kiralik/daire/133395-236","22","35.000","28-02-2025","3 +
                          1","100 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beşiktaş Ihlamurdere Caddesinde 3+1, Kombili, Klimalı, Balkonlu..","İstanbul / Beşiktaş / Türkali Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/3/3/6/1/4/4/1739047998-5074039-44163346.jpeg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-feneryolu-kiralik/daire/54027-1124","21","60.000","26-02-2025","2 +
                          1","90 m²","5
                        Yaşında","10. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Close To Feneryolu Marmaray Station, New Building Furnished Apartment","İstanbul / Kadıköy / Feneryolu Mah.","https://www.hepsiemlak.com/emlak-ofisi/expat-turkey-54027/dominique-le-doare-atasoy-1016578","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/7/5/6/1/0/1/35f915f5-4d80-4bcb-bf00-72e52a1b1cc2.jpg","Expat Turkey","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/2/0/4/5/0/982e85df-2b21-4228-a63f-9db5db3ce650.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-sehit-muhtar-kiralik/daire/68738-395","13","38.000","03-03-2025","2 +
                          1","125 m²","35
                        Yaşında","5. Kat","","","","Kiralik  Daire 2+1 Taksim Meydanına 150 Mmesafede  Cad Üstü Temiz Taşınmaya Hazır.","İstanbul / Beyoğlu / Şehit Muhtar Mah.","https://www.hepsiemlak.com/emlak-ofisi/bagci-emlak-68738/recepserif-bagci-1308814","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Bağcı Emlak",""
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/1361-17314","24","100.000","01-03-2025","2 +
                          1","90 m²","5
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konut Realty | Gümüşsuyu'nda Teraslı Manzaralı Mobilyalı Daire","İstanbul / Beyoğlu / Gümüşsuyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/konut-realty-1361","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/3/1/0/0/5609e89d-fcbc-4114-8ca6-a151bb40ced1.jpg","Konut Realty",""
"https://www.hepsiemlak.com/istanbul-kadikoy-19-mayis-kiralik/daire/48423-4303","33","42.000","03-03-2025","3 +
                          1","120 m²","38
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","19 Mayıs Mahallesinde Kiralık 3+1 Bakımlı Daire","İstanbul / Kadıköy / 19 Mayıs Mah.","https://www.hepsiemlak.com/emlak-ofisi/century21-perfect-48423/bertan-kopruceli-911607","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/9/4/8/0/4/4/1737637886744-44084979.jpg","Century21 Perfect","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/0/6/1/1/9/a45e87da-7ebb-4dc2-99f8-2a1998dbc32e.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/13831-1649","15","45.000","28-02-2025","2 +
                          1","100 m²","40
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beyoğlu Gümüşsuyu'nda 2+1 100m2 Beyaz Eşyalı Asansörlü Daire","İstanbul / Beyoğlu / Gümüşsuyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/sakir-emlak-cihangir-13831/serkan-pinarbasi-13831","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/3/9/5/2/4/4/006752f9-4bff-43c0-92d0-8437c7fddfe4.jpg","Şakir Emlak Cihangir","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/3/8/3/1/0/e002ec8d-676f-436c-956b-f8d021f92e95.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/62127-1339","15","57.000","28-02-2025","2 +
                          1","85 m²","9
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Eliyadan Gümüşsuyunda Genç Binada Çok Şık 2+1 Ankastre Mutfaklı Kiralık Daire","İstanbul / Beyoğlu / Gümüşsuyu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/6/8/5/2/4/4/84295ccf-afd1-475c-b712-e98270bf459d.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/daire/5575-12765","15","140.000","04-03-2025","4 +
                          1","200 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ulus Sitede Kıralık Arakat Daire","İstanbul / Beşiktaş / Nisbetiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/bd-gayrimenkul-5575","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/0/6/3/2/4/4/1740302967113-44236012.jpg","Bd Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/7/5/5/0/0/2cba11a2-df60-482a-bc91-1eb3b4b2e682.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-yenisehir-kiralik/daire/139911-271","14","18.000","01-03-2025","2 +
                          1","80 m²","30
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kurtuluş Direkçibaşı Sok. 2+1 Yüksek Giriş 70m2","İstanbul / Beyoğlu / Yenişehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-2-139911/ugur-krtls-3916461","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/3/8/7/1/4/4/5523a15c-2180-4681-ba9a-525f2526d4bf.jpg","Erkin Emlak 2","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/6/4/6/1/9/3/b2f65bda-1344-4ad0-819f-aae2fae74b89.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/134933-294","10","25.000","03-03-2025","1 +
                          1","80 m²","28
                        Yaşında","Kot 2","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şişlinin Merkezinde Cevahir Avm Ye Yürüme Mesafesinde Bahçeli Eşyalı Kiralık 1+1 Daire","İstanbul / Şişli / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/luxhome-gayrimenkul-insaat-limited-sirketi-134933/ilyas-yetisken-3606813","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/9/0/7/2/4/4/1740990057055-44270977.jpg","Luxhome Gayrimenkul İnşaat Limited Şirketi","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/1/8/6/0/6/3/e8f125ff-6b58-45b5-a501-650bcc8060c4.jpg"
